3.17.2-PTU 8121594,Outpost Index,Time Index,Waypoint Name,,Cartesian Coordinate (x y z) in km,,,"Rotation Quaternion (w,x,y,z)",,,,QTMarker,OM Radius,Body Radius,Arrival Radius,Time Lines,Rotation Speed,Rotation Adjust,Orbital Radius,Orbital Speed,Orbital Angle,Grid Radius,Adjustment Date,,,Body Selection
Hurston 32,Hurston 37,Hurston 13,Hurston Cave N80 [FVS] ISH-350/145,Cave N80,-160.053,-65.455,985.626,0.70308894,-0.03370228,-0.07991172,0.70579332,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 34,Hurston 39,Hurston 26,Hurston Cave S21 [FVS] BAR-171/114,Cave S21,-869.988,336.529,-360.425,-0.05240248,0.79346764,-0.22498535,-0.56306720,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 02,Hurston 02,,Teasa Spaceport,Teasa,-327.031,-758.519,565.629,#VALUE!,#VALUE!,#VALUE!,#VALUE!,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 35,Hurston 46,Hurston 11,Caterpillar A Wreck HEN-274/760,Caterpillar A,-653.836,-717.665,-245.716,0.59713554,0.69167691,-0.37981963,-0.14404595,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 36,Hurston 47,Hurston 15,Caterpillar B Wreck OPA-023/467,Caterpillar B,-815.733,-287.104,-503.889,-0.47312570,-0.52988160,0.68625456,0.15630814,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 37,Hurston 48,Hurston 43,Caterpillar C Wreck COL-123/420,Caterpillar C,646.062,649.617,-404.154,0.51969707,-0.74668491,0.37981895,-0.16767280,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 38,Hurston 49,Hurston 01,Caterpillar D Wreck ADL-144/394,Caterpillar D,-44.669,-971.574,232.541,0.78455293,0.61744249,-0.04995793,0.02730664,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 39,Hurston 50,Hurston 25,Constellation A Wreck STA-206/110,Constellation A,-699.893,264.864,663.971,0.87666196,-0.24531010,-0.32860336,0.25160801,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 42,Hurston 53,Hurston 56,Constellation D Wreck HEN-105/315,Constellation D,359.032,-881.816,-308.452,0.52858478,0.53949350,0.60253298,-0.25787380,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 41,Hurston 52,Hurston 36,Constellation C Wreck BRE-260/530,Constellation C,-63.743,873.126,-486.420,-0.43913928,0.71298116,0.48424920,0.25360847,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 40,Hurston 51,Hurston 02,Constellation B Wreck TAM-294/289,Constellation B,-131.882,-882.095,-452.240,0.44423476,0.64876556,-0.55246848,0.27665377,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 43,Hurston 54,Hurston 54,Cutlass A1 Wreck RUF-149/435,Cutlass A1,261.157,-269.430,-928.880,0.19077931,0.70326686,0.68484944,-0.00044339,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 44,Hurston 55,Hurston 29,Cutlass A2 Wreck OPA-271/384,Cutlass A2,-569.721,306.215,-764.710,-0.30765608,0.02830987,0.93859273,0.15359031,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 45,Hurston 56,Hurston 18,Cutlass A3 Wreck OPA-354/391,Cutlass A3,-833.061,-68.424,-550.783,-0.44255206,0.24803044,0.84474427,-0.17039871,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 46,Hurston 57,Hurston 14,Cutlass A4 Wreck STA-082/472,Cutlass A4,-667.750,-271.843,694.432,0.23038709,-0.31395516,-0.23359165,0.89094830,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 50,Hurston 61,Hurston 45,Freelancer D Wreck PIN-001/48,Freelancer D,977.427,90.200,197.998,0.73174000,0.15020613,0.61528271,0.25183704,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 47,Hurston 58,Hurston 24,Freelancer A Wreck BAR-169/239,Freelancer A,-831.920,292.444,-471.586,0.17594586,0.66297871,-0.54429853,-0.48295072,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 49,Hurston 60,Hurston 33,Freelancer C Wreck BRE-327/41,Freelancer C,-550.096,706.821,-446.534,0.52376753,-0.71832687,-0.45507789,0.05077629,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 48,Hurston 59,Hurston 55,Freelancer B Wreck SHE-254/418,Freelancer B,674.898,-737.051,45.596,0.70599258,0.39676228,0.56550223,-0.15608156,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 55,Hurston 42,Hurston 30,Satellite Wreck 1 DAM-248/103,Sat Wreck 1,-846.765,501.396,-178.920,-0.17661735,0.74285513,-0.19392632,-0.61592627,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 56,Hurston 43,Hurston 05,Satellite Wreck 2 ADL-350/49,Sat Wreck 2,-237.427,-782.591,577.772,0.86351520,0.39683115,-0.23242110,0.20699519,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 57,Hurston 44,Hurston 40,Satellite Wreck 3 THE-341/60,Sat Wreck 3,457.265,876.042,158.397,0.76100856,-0.57511097,0.30018884,0.00000002,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 58,Hurston 45,Hurston 59,Satellite Wreck 4 ORI-027/55,Sat Wreck 4,26.263,-763.129,646.048,0.61868709,0.29737765,-0.29767871,0.66346079,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 52,Hurston 63,Hurston 49,Starfarer B Wreck PIN-202/370,Starfarer B,979.864,-47.469,-193.947,0.56426936,0.38688317,0.66879910,0.29091102,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 53,Hurston 64,Hurston 47,Starfarer C Wreck PIN-353/534,Starfarer C,774.788,8.140,633.956,0.53803182,-0.34671602,0.25133231,-0.72604531,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 54,Hurston 65,Hurston 21,Starfarer D Wreck MIL-136/383,Starfarer D,-950.244,276.430,-152.587,0.63523936,-0.04747519,-0.75758994,-0.14238875,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 51,Hurston 62,Hurston 34,Starfarer A Wreck HOB-160/224,Starfarer A,-591.697,779.843,210.275,-0.12778474,-0.29246083,0.55628830,0.76725554,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 65,Hurston 68,,Hendricks Racetrack HEN-275/388,HEN Race,-319.505,-928.411,-189.977,0.63637918,0.72939950,-0.25099373,0.00000001,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 66,Hurston 69,,Oparei Racetrack OPA-218/10,OPA Race,-550.283,-65.560,-832.412,-0.28900149,-0.15541318,0.94454521,0.01261890,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 67,Hurston 70,,Thedus Racetrack THE-241/10,THE Race,451.495,887.980,96.543,0.74042630,-0.59913886,0.30463338,-0.00000007,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 68,Hurston 71,,Hadley Racetrack HAD-204/10,HAD Race,619.836,-583.934,-527.064,0.48668140,0.59902477,0.63585418,-0.00000005,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 69,Hurston 72,,Stanhope Racetrack STA-324/9,STA Race,-641.356,202.083,740.274,0.91075891,-0.18005054,-0.31198117,0.20191029,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 70,Hurston 73,,Pinewood Racetrack PIN-317/11,PIN Race,985.379,82.298,157.981,0.76084435,-0.05401065,0.64668286,-0.00000013,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston,Hurston 05,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Hurston,Hurston 33,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Hurston,Hurston 41,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Hurston,,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
Hurston,Hurston 67,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Hurston,Hurston 14,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Hurston,Hurston 75,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Hurston,Hurston 00,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
Ita R01,,,OM-1,OM1,0.000,0.000,472.454,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Ita R02,,,OM-2,OM2,0.000,0.000,-472.454,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Ita R03,,Ita 05,OM-3,OM3,0.000,472.454,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Ita R04,,Ita 12,OM-4,OM4,0.000,-472.454,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Ita R05,,Ita 08,OM-5,OM5,472.454,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Ita R06,,Ita 03,OM-6,OM6,-472.454,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Ita 01,Ita 16,Ita 11,Comm Array ST1-02,ST1-02,122.153,-475.821,24.000,0.70710677,0.00000000,0.00000000,-0.70710683,TRUE,0.000,0.000,,,,,,,,,,,,
Ita 02,Ita 01,Ita 01,HDMS Ryder,Ryder,-175.874,-263.381,73.709,0.78315985,0.51700354,-0.34549665,0.00027541,TRUE,0.000,0.000,,,,,,,,,,,,
Ita 03,Ita 02,Ita 06,HDMS Woodruff,Woodruff,114.792,219.661,210.467,0.90754753,-0.37219128,0.19450226,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Ita,,,Woodruff Platinum Bay Ground Spawn,,114.824,219.575,210.539,0.90760809,-0.37202254,0.19454256,0.00000000,FALSE,0.000,0.000,,,,,,,,,,,,
Ita,,,Ryder Platinum Bay Ground Spawn,,-175.872,-263.356,73.804,-0.00022419,-0.34542054,-0.51691931,0.78324902,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 04,Ita 05,Ita 02,Caterpillar D Wreck RYD-285/287,Caterpillar D,-306.173,-9.831,109.758,0.80583954,-0.07947213,-0.57011712,0.13882819,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 05,Ita 06,Ita 10,Constellation D Wreck WOO-304/311,Constellation D,216.188,-74.024,230.962,0.74370104,-0.11481339,0.36246774,-0.54985797,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 06,Ita 07,Ita 04,Freelancer C Wreck RYD-243/340,Freelancer C,-311.307,0.474,-94.345,-0.49717847,-0.44155160,0.67085683,0.32832435,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 07,Ita 08,Ita 09,Starfarer D Wreck WOO-242/504,Starfarer D,270.672,-86.652,-158.135,0.21956849,0.85381591,0.11877196,0.45681646,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 08,Ita 09,Ita 07,Derelict Caterpillar Wreck WOO-255/25,Derelict 1D,137.997,211.437,204.970,,,,,,,,,,,,,,,,,,,
Ita 09,Ita 12,,Ryder Racetrack RYD-218/11,RYD Race,-182.796,-260.992,64.867,0.77442962,0.51820052,-0.36294216,0.00000001,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 10,Ita 13,,Woodruff Racetrack WOO-116/247,WOO Race,-72.134,308.245,74.180,0.78362739,-0.60488933,-0.14155222,0.00000002,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 11,,,Orbital ShipGraveyard 1-1,OGY1-1,479.459,179.262,159.676,0.50677973,-0.48752704,-0.51901543,-0.48591629,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 12,,,Orbital ShipGraveyard 1-2,OGY1-2,371.301,352.351,76.315,0.61020613,0.46219864,0.52229315,-0.37580675,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 13,,,Orbital ShipGraveyard 1-3,OGY1-3,213.896,465.043,45.377,0.27444029,0.27897906,0.70118606,0.59597927,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 14,,,Orbital ShipGraveyard 1-4,OGY1-4,26.789,511.173,-191.906,-0.32939059,-0.06431658,0.87333286,0.35306504,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 15,,,Orbital ShipGraveyard 2-1,OGY2-1,-191.752,474.602,9.449,0.56258124,0.36496469,0.71346104,-0.20316605,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 16,,,Orbital ShipGraveyard 2-2,OGY2-2,-300.873,414.116,97.428,0.32259485,0.53903437,-0.23437890,0.74191713,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 17,,,Orbital ShipGraveyard 2-3,OGY2-3,-443.297,255.938,-130.174,0.50401926,0.73343968,0.18671471,-0.41613507,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 18,,,Orbital ShipGraveyard 2-4,OGY2-4,-510.920,31.249,17.370,-0.47989580,0.86351228,-0.15497062,0.00553924,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 19,,,Orbital ShipGraveyard 3-1,OGY3-1,-474.602,-191.752,95.652,0.23491688,0.93839329,0.03589991,0.25088495,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 20,,,Orbital ShipGraveyard 3-2,OGY3-2,-374.971,-348.444,-116.742,0.57067102,0.00373975,-0.45573312,-0.68310171,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 21,,,Orbital ShipGraveyard 3-3,OGY3-3,-206.565,-468.345,-65.313,-0.23385911,0.74898958,-0.14125590,-0.60363173,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 22,,,Orbital ShipGraveyard 3-4,OGY3-4,0.000,-511.875,0.000,0.58991432,0.15200920,0.79300058,0.00665898,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 23,,,Orbital ShipGraveyard 4-1,OGY4-1,175.072,-481.005,24.835,-0.10654972,0.12718436,0.55382794,0.81593251,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 24,,,Orbital ShipGraveyard 4-2,OGY4-2,346.476,-376.790,-113.558,0.57789427,0.43739522,-0.54369241,0.42322829,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 25,,,Orbital ShipGraveyard 4-3,OGY4-3,463.916,-216.328,-24.636,0.62742460,0.03436431,-0.52198803,0.57678932,FALSE,0.000,0.000,,,,,,,,,,,,
Ita 26,,,Orbital ShipGraveyard 4-4,OGY4-4,510.628,-35.707,0.000,0.55293083,0.31286010,-0.63982034,0.43245348,FALSE,0.000,0.000,,,,,,,,,,,,
Ita,Ita 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Ita,,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Ita,Ita 04,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Ita,Ita,,Orbital Graveyards,,,,,,,,,,,,,,,,,,,,,,,
Ita,Ita 11,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Ita,,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Ita,Ita 15,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Ita,,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
Lyria R01,,,OM-1,OM1,0.000,0.000,328.204,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria R02,,,OM-2,OM2,0.000,0.000,-328.204,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria R03,,Lyria 15,OM-3,OM3,0.000,328.204,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria R04,,Lyria 30,OM-4,OM4,0.000,-328.204,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria R05,,Lyria 21,OM-5,OM5,328.204,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria R06,,Lyria 07,OM-6,OM6,-328.204,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 01,Lyria 31,Lyria 09,Comm Array ST3-18,ST3-18,-382.727,33.034,24.000,1.00000000,0.00000000,0.00000000,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 02,Lyria 01,Lyria 28,Humboldt Mines,Humboldt,5.311,-193.819,-112.545,0.29682347,0.49621975,0.71047193,-0.40111274,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 03,Lyria 02,Lyria 18,Loveridge Mineral Reserve,Loveridge,181.800,128.166,24.940,0.74546075,-0.38407344,0.54477137,-0.00001474,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 05,Lyria 03,Lyria 22,Shubin Mining Facility SAL-2,SAL-2,150.636,-53.619,156.668,0.73784447,-0.11484004,0.36997291,-0.55273622,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 06,Lyria 04,Lyria 17,Shubin Mining Facility SAL-5,SAL-5,98.070,78.361,185.821,0.73171371,0.00738076,0.29262963,0.61555541,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 04,Lyria 09,Lyria 06,Security Depot Lyria-1,Security,-147.527,-17.212,167.674,0.63172889,-0.23188633,-0.26823920,0.68934393,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria,,,SAL-2 Platinum Bay Ground Spawn,,150.720,-53.733,156.550,0.55484045,0.37001333,0.11585813,0.73608363,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria,,,SAL-5 Platinum Bay Ground Spawn,,97.952,78.323,185.897,0.95266575,-0.20179228,0.21163288,-0.08318276,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria 07,Lyria 05,Lyria 12,The Orphanage,Orphanage,-91.990,92.484,182.182,0.94502449,-0.18886402,-0.24040541,-0.11603589,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 08,Lyria 06,Lyria 13,Paradise Cove TED-131/116,Paradise,-10.654,147.439,-168.175,,,,,,,,,,,,,,,,,,,
Lyria 12,Lyria 13,Lyria 10,Shubin Processing Facility SPAL-12,SPAL-12,-173.535,124.408,67.444,0.80659103,-0.34552109,-0.47960675,0.00185923,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 09,Lyria 10,Lyria 08,Shubin Processing Facility SPAL-3,SPAL-3,-208.110,11.143,-82.136,0.56271774,-0.03826033,-0.82575333,-0.00404637,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 10,Lyria 11,Lyria 26,Shubin Processing Facility SPAL-7,SPAL-7,38.016,-125.930,181.508,0.94943106,0.28921908,0.10718966,-0.05868051,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 11,Lyria 12,Lyria 25,Shubin Processing Facility SPAL-9,SPAL-9,146.841,-168.909,8.174,0.26690915,0.61713290,-0.31764510,0.66858661,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 16,Lyria 17,Lyria 21,Elsewhere,Elsewhere,207.814,-67.758,-49.787,0.60122609,0.03604680,0.78086114,-0.16578209,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 18,Lyria 19,Lyria 15,Teddy's Playhouse,Playhouse,96.033,159.442,-123.929,-0.45906287,0.62806243,-0.61858386,-0.11024008,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 19,Lyria 20,Lyria 16,The Pit,Pit,59.230,68.198,204.929,0.97853261,-0.15552384,0.13522549,0.00055110,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 20,Lyria 21,Lyria 01,Wheeler's,Wheelers,-52.959,-209.881,-57.549,0.21937394,0.45760536,0.64735347,-0.56868786,TRUE,0.000,0.000,,,,,,,,,,,,
Lyria 15,Lyria 16,Lyria 04,Buckets,Buckets,-193.999,-67.967,-89.591,,,,,TRUE,,,,,,,,,,,,,,
Lyria 13,Lyria 14,Lyria 02,Shubin Processing Facility SPAL-16,SPAL-16,-39.936,-66.324,209.905,,,,,TRUE,,,,,,,,,,,,,,
Lyria 14,Lyria 15,Lyria 11,Shubin Processing Facility SPAL-21,SPAL-21,-18.296,13.907,222.810,,,,,TRUE,,,,,,,,,,,,,,
Lyria 17,Lyria 18,Lyria 05,Launch Pad,Launch Pad,-213.816,-65.231,16.647,,,,,TRUE,,,,,,,,,,,,,,
Lyria 21,Lyria 24,Lyria 27,Caterpillar A Wreck HUM-022/31,Caterpillar A,17.440,-206.022,-86.259,0.32111412,0.42296216,0.71667212,-0.45207271,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria 22,Lyria 25,Lyria 24,Freelancer A Wreck ELS-210/77,Freelancer A,169.675,-95.460,-110.856,0.47383410,0.14844684,0.85168433,-0.16756666,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria 23,Lyria 26,Lyria 03,Starfarer A Wreck WHE-320/107,Starfarer A,-116.661,-189.259,26.665,-0.07732623,-0.40478328,-0.52593553,0.74401814,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria 24,Lyria 27,Lyria 19,Derelict Caterpillar Wreck 1 SAL5-336/22,Derelict 1-3A,90.196,60.433,196.272,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria 25,Lyria 28,Lyria 23,Derelict Caterpillar Wreck 2 SAL2-271/19,Derelict 2-3A,143.507,-71.508,156.466,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria,Lyria 33,,Reclaimer Hijack Spawn Point,Hijack 3A,-389.492,-251.097,68.440,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Lyria,Lyria 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Lyria,,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Lyria,Lyria 23,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Lyria,,,Orbital Graveyards,,,,,,,,,,,,,,,,,,,,,,,
Lyria,,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Lyria,Lyria 08,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Lyria,Lyria 30,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Lyria,,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
Magda R01,,,OM-1,OM1,0.000,0.000,494.841,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Magda R02,,,OM-2,OM2,0.000,0.000,-494.841,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Magda R03,,Magda 07,OM-3,OM3,0.000,494.841,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Magda R04,,Magda 12,OM-4,OM4,0.000,-494.841,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Magda R05,,Magda 10,OM-5,OM5,494.841,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Magda R06,,Magda 05,OM-6,OM6,-494.841,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Magda 01,Magda 16,Magda 08,Comm Array ST1-48,ST1-48,295.516,413.046,24.000,0.70710683,0.00000002,0.00000000,0.70710677,TRUE,0.000,0.000,,,,,,,,,,,,
Magda 02,Magda 01,Magda 02,HDMS Hahn,Hahn,-147.384,-292.217,95.247,-0.03628718,-0.29433975,-0.52311277,0.79899961,TRUE,0.000,0.000,,,,,,,,,,,,
Magda 03,Magda 02,Magda 06,HDMS Perlman,Perlman,-140.696,287.922,-116.688,0.57333535,-0.74490076,-0.34087807,0.01454662,TRUE,0.000,0.000,,,,,,,,,,,,
Magda,,,Perlman Platinum Bay Ground Spawn,,-140.697,287.862,-116.838,-0.29897934,0.07687747,0.81570673,0.48920724,FALSE,0.000,0.000,,,,,,,,,,,,
Magda,,,Hahn Platinum Bay Ground Spawn,,-147.279,-292.278,95.221,0.53922373,0.16191272,-0.57801944,0.59069073,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 04,Magda 05,Magda 09,Caterpillar A Wreck PER-277/530,Caterpillar A,320.169,98.727,64.420,0.45538047,0.38023952,0.51089191,0.62212217,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 05,Magda 06,Magda 11,Constellation A Wreck PER-210/480,Constellation A,195.502,-14.652,-278.963,0.10641633,0.91475815,0.26888302,0.28212559,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 06,Magda 07,Magda 04,Cutlass A Wreck HAH-289/272,Cutlass A,-300.821,-72.784,143.452,0.84276927,0.12658451,-0.52317905,-0.00000003,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 07,Magda 08,Magda 03,Derelict Caterpillar Wreck 1 HAH-274/28,Derelict 1-1C,-171.923,-278.139,96.953,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 08,Magda 09,Magda 01,Derelict Caterpillar Wreck 2 HAH-033/96,Derelict 2-1C,-84.944,-284.415,168.126,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 09,Magda 12,,Hahn Racetrack HAH-302/5,HAH Race,-151.471,-289.241,98.243,0.80253792,0.52851576,-0.27677435,-0.00000007,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 10,Magda 13,,Perlman Racetrack PER-157/11,PER Race,-142.988,282.655,-126.560,0.56079292,-0.73880267,-0.37374038,0.00000012,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 11,,,Orbital ShipGraveyard 1-1,OGY1-1,505.076,181.839,64.172,-0.30451140,0.68687147,-0.45754504,0.47553438,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 12,,,Orbital ShipGraveyard 1-2,OGY1-2,433.186,317.044,-5.116,0.84334117,-0.10617954,0.42086571,0.31681788,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 13,,,Orbital ShipGraveyard 1-3,OGY1-3,196.742,499.459,130.200,0.44350556,0.23087424,0.39988598,0.76817387,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 14,,,Orbital ShipGraveyard 1-4,OGY1-4,0.937,536.811,38.782,0.69981599,-0.42933625,0.42133832,0.38522977,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 15,,,Orbital ShipGraveyard 2-1,OGY2-1,-205.429,495.950,0.000,0.22046359,0.68767673,0.29658487,-0.62492716,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 16,,,Orbital ShipGraveyard 2-2,OGY2-2,-379.583,379.583,-154.009,-0.08992317,-0.22526908,0.75434583,0.61002463,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 17,,,Orbital ShipGraveyard 2-3,OGY2-3,-467.217,264.339,-69.436,-0.30313420,-0.30461025,0.76853389,-0.47400200,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 18,,,Orbital ShipGraveyard 2-4,OGY2-4,-536.628,-14.052,50.488,0.03258288,0.84583962,-0.12787211,-0.51685822,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 19,,,Orbital ShipGraveyard 3-1,OGY3-1,-503.470,-186.239,0.000,0.92471033,0.10410668,-0.05310583,0.36228770,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 20,,,Orbital ShipGraveyard 3-2,OGY3-2,-389.390,-369.517,74.997,-0.15908456,-0.25152141,-0.35873309,0.88472575,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 21,,,Orbital ShipGraveyard 3-3,OGY3-3,-250.362,-474.854,29.435,0.56512576,-0.23140399,-0.64101261,-0.46496010,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 22,,,Orbital ShipGraveyard 3-4,OGY3-4,-9.369,-536.730,-3.324,0.36178589,0.19663355,0.85354024,-0.31924170,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 23,,,Orbital ShipGraveyard 4-1,OGY4-1,201.093,-497.723,22.610,-0.26475722,0.11853588,0.66419125,0.68898684,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 24,,,Orbital ShipGraveyard 4-2,OGY4-2,352.180,-405.137,0.000,0.02029197,-0.25008947,0.95672166,-0.14740129,FALSE,0.000,0.000,,,,,,,,,,,,
Magda 25,,,Orbital ShipGraveyard 4-3,OGY4-3,486.517,-226.867,21.812,0.51743782,-0.20219840,-0.76959431,0.31479913,FALSE,0.000,0.000,,,,,,,,,,,,
